Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime
NC|KKP|40.145794|-123.46965|1226.0|Kettenpom Peak|2002-08-27T23:59:00|2002-08-29T00:00:00
NC|KOM|41.278782|-123.453079|1866.0|Orleans Mountain|2002-06-13T01:39:00|2002-06-13T01:40:00
NC|KOM|41.278782|-123.453079|1866.0|Orleans Mountain|2016-09-27T17:30:00|2016-09-28T01:38:00
NC|KPP|40.345791|-123.363281|1738.0|Pickett Peak|2002-08-27T23:59:00|2002-08-29T00:00:00
NC|KRK|39.563152|-123.18367|1259.0|Rackout Springs|2002-10-16T23:59:00|2002-10-17T00:00:00
NC|KSM|40.186806|-124.175682|931.0|Slide Mountain #2|2002-08-27T23:59:00|2002-08-29T00:00:00
NC|L001|40.225349|-121.075737|1384.0|Dorado Inn Lake Almanor CA|2020-02-24T00:00:00|3000-01-01T00:00:00
NC|L002|40.171329|-121.072609|1441.0|Quail Lodge Canyondam CA|2020-02-24T23:59:00|3000-01-01T00:00:00
NC|L003|40.162472|-120.965401|1139.0|Greenville CA|2020-02-24T23:59:00|3000-01-01T00:00:00
NC|LBC|40.836742|-121.34993|1525.0|Butte Creek Rim|2001-10-20T17:24:00|2001-10-20T17:25:00
NC|LBF|41.347065|-121.890976|1961.0|Black Fox Mountain|2001-10-20T17:24:00|2001-10-20T17:25:00
NC|LBO|41.4921|-122.24427|1544.0|Bolam Creek|2021-09-24T18:30:00|2021-12-01T23:56:00
NC|LCM|40.146584|-121.52253|1806.0|Colby Mtn|1984-02-11T00:00:00|1984-02-11T23:15:00
NC|LCM|40.146584|-121.52253|1806.0|Colby Mtn|2022-10-17T18:15:00|3000-01-01T00:00:00
NC|LGB|41.334183|-122.187706|1952.0|Gray Butte #2|2001-10-20T17:24:00|2001-10-20T17:25:00
NC|LGP|40.912281|-122.829491|1265.0|Granite Peak|2002-03-28T20:41:00|2002-03-28T20:42:00
NC|LMI|40.51215|-122.14917|209.0|Millville Plains|2020-03-17T20:50:00|2020-06-06T21:15:00
NC|LMP|41.487965|-122.154762|1860.0|Military Pass|2003-05-06T21:59:00|2003-05-06T22:00:00
NC|LPK|41.455257|-122.543716|1880.0|Park|2003-05-06T21:59:00|2003-05-06T22:00:00
NC|LRB|40.143227|-122.557716|308.0|Red Bank|2599-12-31T23:59:59|3000-01-01T00:00:00
NC|LSH|40.792942|-122.039429|738.0|Sage Hen Hill #3|1996-08-09T00:00:00|1996-08-09T18:20:00
NC|LSH|40.792942|-122.039429|738.0|Sage Hen Hill #3|2001-10-23T00:00:00|2001-10-23T18:17:00
NC|LSH|40.792942|-122.039429|738.0|Sage Hen Hill #3|2002-03-28T20:45:00|2002-03-28T21:25:00
NC|LSI|40.396595|-121.423134|1857.0|Sifford Mtn|2002-03-28T20:45:00|2002-03-28T21:25:00
NC|LSR|41.106956|-122.270615|1524.0|Sweetbrier Ridge|2002-03-28T20:45:00|2002-03-28T21:25:00
NC|LSR|41.106956|-122.270615|1524.0|Sweetbrier Ridge|2022-10-19T19:06:00|3000-01-01T00:00:00
NC|LTI|41.176098|-121.488792|1156.0|Timbered Crater|2001-10-20T17:24:00|2001-10-20T17:25:00
NN|BEK|39.8666|-120.359596|1743.0|Beckworth, California w84|2599-12-31T23:59:59|3000-01-01T00:00:00
NN|BMR|40.108601|-120.292|2146.0|Black Mountain, California w84|2599-12-31T23:59:59|3000-01-01T00:00:00
NN|EUR|39.754101|-120.711899|1951.0|Eureka, California w84|2019-05-07T23:59:59|3000-01-01T00:00:00
NN|GZY|39.961899|-120.651299|1935.0|Grizzly, California w84|2599-12-31T23:59:59|3000-01-01T00:00:00
NN|KBF|39.506699|-120.213898|2111.0|Kyburz Flat, California w84gm|2018-06-12T23:59:59|3000-01-01T00:00:00
NN|LOY|39.6586|-120.236801|1582.0|Loyalton, California w84|2018-06-12T23:59:59|3000-01-01T00:00:00
NN|LOYB|39.659199|-120.234802|1547.0|Loyalton, CA digital upgrade|2599-12-31T23:59:59|3000-01-01T00:00:00
NN|LVO|39.871601|-120.872902|1372.0|Little Volcano, California w84|2599-12-31T23:59:59|3000-01-01T00:00:00
NN|SAT|39.602402|-120.447998|1972.0|Sattley, California w84|2018-06-12T23:59:59|3000-01-01T00:00:00
NN|SMI|39.867199|-120.530602|2344.0|Smith Peak, California w84|2019-05-07T23:59:59|3000-01-01T00:00:00
NN|SRV2|39.653301|-120.343201|1700.0|Sierraville portable station 2, wgs84|2013-05-30T23:59:59|3000-01-01T00:00:00
NP|1023|40.57616|-124.26367|16.0|CA:Ferndale;FS|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|1580|40.87417|-124.07618|36.0|CA:Arcata;Humboldt St Univ|2014-02-12T18:00:00|2015-10-07T18:00:00
NP|1582|40.69939|-124.20093|13.0|CA:Eureka;Coll of the Redwoods|2018-07-09T18:00:00|2018-10-19T18:00:00
NP|1582|40.69939|-124.20093|13.0|CA:Eureka;Coll of the Redwoods|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|1584B|40.49857|-124.29232|720.0|CA:Ferndale;Bunker Hill NOAA|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|1591|40.10538|-123.79032|178.0|CA:Garberville;FS|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B039|41.4667|-122.4847|923.9|cofflt039bcn2007, Weed, CA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B045|40.436|-123.9965|29.4|rdcrst045bcn2008, Pepperwood, CA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B047|40.25047|-124.17133|80.0|chapmn047scn2008, Mendocino, CA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B049|40.2375|-123.8197|117.0|mirand049scn2008, Mendocino, CA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B933|40.06|-123.969|268.1|mckeem933bcn2008, Thorn Junction, CA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
WR|BKW|39.769138|-120.43647|2209.0|Beckwourth Peak|2000-12-20T22:55:00|3000-01-01T00:00:00
WR|FRDLA|39.894577|-120.189189|1712.1|Frenchman Dam Left Abutment|2020-12-10T00:00:00|3000-01-01T00:00:00
WR|GBB|39.800835|-122.346336|246.0|Black Butte|1984-02-10T12:33:00|1985-11-12T23:59:00
WR|GRM|39.917168|-122.669502|1307.0|Round Mountain|1984-02-10T12:33:00|1985-11-02T23:59:00
WR|KPK|39.583328|-121.306328|897.0|Kanaka Peak|1984-01-01T00:00:00|3000-01-01T00:00:00
WR|NWFF|39.79575|-122.522248|215.0|Newville FF|2017-03-01T18:59:08|3000-01-01T00:00:00
